Salary,Job Description,Location,Min_years_exp,Technical,Comm,Travel
50164,"The Bureau of TB Control is looking to hire a Public Health Advisor L-II. The mission of the Bureau of Tuberculosis Control is to prevent the spread of tuberculosis and to eliminate it as a public health problem in New York City.  The goals to achieve this mission are twofold:  1) To identify all individuals with suspected or confirmed TB disease and ensure appropriate treatment; 2) ensure that individuals at high risk for progression from TB infection to TB disease are identified and treated for TB infection and do not develop TB disease.     DUTIES WILL INCLUDE BUT NOT BE LIMITED TO:   * Elicit contacts and other information in order to locate or identify the source of infection and prevent further spread of the disease.   * Conduct surveillance activities including administering diagnostic tests for TB and collecting/transporting specimen including but not limited to blood.   * Conduct field investigations on communicable disease patients to locate and return lost patients to medical follow-up and to assess the home environment.   * Refer patients to the appropriate diagnostic facility for medical examination and treatment; *Observe patients with a communicable disease ingest prescribed medication.   * Make site visits to hospitals and private medical offices to conduct record reviews and extract data.   * Establish and maintain communication with co-workers, supervisors, ,managers, and community partners.   * Manage and monitor patients suspected, confirmed to have disease or are contacts of infectious patients from diagnosis thru completion treatment.   * Conduct HIV counseling, testing & post-test follow-up.",HQ,5,2,2,0
83038,"Reporting to the Executive Director of the ECE Office of Data Management and Analysis, the Tracking and Monitoring Data Analyst, with wide latitude for independent decision-making and action, has the following responsibilities:   â€¢	Provide hands-on technical assistance and individual guidance to contracted programs as they navigate the centralized data system known as ACCIS and Web-based Enrollment System (WES)  â€¢	Resolve data inconsistencies and correct data errors by assisting contracted programs with data entry down to the individual case level â€¢	Extract data sets from ACCIS â€¢	Create relevant and accurate statistical reports accessible to all ECE staff â€¢	Supervise or conduct complex studies and surveys of management and methods related to ECE monitoring compliance using quantitative analysis, cost analysis and other research techniques â€¢	Produce trending data, forecasts, and impacts of policy changes â€¢	Review and modify existing data requests and reports to ensure reliability and relevance â€¢	Develop and incorporate new metrics for performance measurement â€¢	Test ACCIS/successor system upgrades and modifications for reliability and accuracy â€¢	Correct data errors caused by system break-downs or policy exceptions â€¢	Develop and deliver user-friendly training on WES  â€¢	Lead and implement special projects as needed",HQ,2,3,4,0
70576,"*** IN ORDER TO BE CONSIDERED FOR THIS POSITION CANDIDATES MUST BE SERVING PERMANENTLY IN THE TITLE OF PRINCIPAL ADMINISTRATIVE ASSOCIATE ***   The candidate will perform professional, analytic work regarding the daily administration of agency-wide hiring and promotion activities: oversee the review and processing of Personnel Request Forms (PRFs) in order to implement hiring, promotion and transfer requests; coordinate the processing of new hire and promotional records in NYCAPS including submission to the Office of Management and Budget (OMB); train unit staff and agency-wide personnel coordinators on current NYCAPS procedures; coordinate the preparation of spreadsheets detailing/summarizing personnel actions for presentation to Executive staff; submit spreadsheet data to the Director of Personnel for review; provide supporting documentation and interpret/clarify data based on citywide guidelines; serve as a contact person/liaison with IT&T regarding the maintenance of the Personnel Actions Information and Reporting System (PAIRS); perform various other duties utilizing NYCAPS, PRISE and CHRMS; prepare and update associated spreadsheets on an ongoing basis; maintain appropriate files, documents and confidential records; prepare correspondence and reports; organize and maintain agency personnel records and general unit files; perform special projects as requested; perform related duties.",HQ,4,5,2,0
42799,"The Kings County District Attorneyâ€™s Office, located in the Metrotech area of Brooklyn, New York, is accepting applications for the position of Receptionist in the Homicide Bureau.  The Homicide Bureau investigates and prosecutes cases where the victim died during the commission of a crime. All homicides that take place in Brooklyn are referred to the Homicide Bureau for review. The bureau, which is comprised of some of the agencyâ€™s most experienced assistant district attorneys, also serves as legal adviser to the police in homicide cases.  Under direct supervision, with some latitude for independent initiative and judgment, the ideal candidate will be responsible for the following duties:  â€¢	Attend to the public and answer telephone calls. â€¢	Maintain accountability of all Assistant District Attorneys and Paralegals.  â€¢	Monitor and maintain the daily trial report. â€¢	Record homicide scratches and assign homicide numbers.  â€¢	Order and retrieve office supplies. â€¢	When necessary promptly open and distribute mail. â€¢	File and maintain records. â€¢	Perform other related clerical functions and tasks as directed, which may include, typing documents, record keeping, maintaining spreadsheets, ensuring coverage at all times in the reception area, and assisting other clerical and administrative staff as needed.",Southeast campus,1,3,5,0
74400,"The Division of Mental Hygiene (DMH) in the New York City Department of Health and Mental Hygiene (DOHMH) is overseen by the Executive Deputy Commissioner, and is responsible for overseeing programs and services regarding mental health, substance use and developmental delays and disabilities. We connect approximately 1,000 community programs, advance policies that benefit people we serve, and work in collaboration with City and State partners to prevent or reduce the burden of these conditions and to promote recovery.  The Office of Policy and Planning within the Bureau of Systems Strengthening and Access (BSSA) houses the New York City Regional Planning Consortium (RPC). The RPC is codified in the model Medicaid Managed Care Contract of New York State Department of Health, and is a multi-stakeholder body that meets regularly to address issues brought about by the implementation of Medicaid managed behavioral healthcare, focusing on access to care, service efficiency and health plan performance, and collaboration and problem-solving around system impact and improvement. With the RPCâ€™s strengthened focus on supporting behavioral health providers prepare for value based payment (VBP) and the upcoming childrenâ€™s Medicaid managed care transition, the Office of Policy and Planning in BSSA seeks a Regional Planning Consortium Director to oversee its activities. The Director will provide on-going strategic direction for all RPC activities, supervise RPC Coordinators, and work closely with other Bureaus at DOHMH, the relevant State Offices, and stakeholders to raise and address issues related to Medicaid Managed Care and VBP. The Director will also organize and facilitate several high level RPC events/meetings and oversee RPC activities aimed at supporting NYC behavioral health provider readiness for VBP.       â€¢	Research and manage RPC activities on supporting NYC behavioral health provider readiness for VBP, including the provision of direct assistance and trainings to a few providers.  â€¢	Develop and/or refine policies, procedures, tracking mechanisms, project work plans and other documents as necessary for stakeholder engagement and VBP work based on outcomes of qualitative research and stakeholder input.  â€¢	Evaluates the outcomes   based on data derived from a short-term pilot project aimed at increasing Health Home enrollment in East Harlem.  â€¢	Maintain records and prepare reports based on the recommendations on stakeholder input on the effectiveness of VBP. Presents findings and information to various audiences, including State, City, other organizational leadership and stakeholders.  â€¢	Organize and/or facilitate value based payment (VBP) related networking events, RPC Advisory Board meetings, meetings with Medicaid Managed Care organizations, NYC agencies, behavioral health service providers and other stakeholders.  â€¢	Supervise 2-3 RPC staff and oversee their activities including their management and facilitation of stakeholder meetings/workgroups and other projects.",West campus,5,3,2,0
74407,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.5 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day. 	 The Bureau of Water Supply, Engineering & Construction Division, seeks to hire an Associate Project Manager (APM) Level I for a position at a facility located in Downsville, New York, approximately 135 miles northwest of New York City. This position will serve as the Bureauâ€™s Dam Safety Coordinator. The Bureau of Water Supplyâ€™s Engineering & Construction Division administers a Dam Safety Program responsible for the oversight of the dams and dikes of the NYC Water Supply as well as the oversight of other City owned small dams in the NYC Watershed. The Dam Safety Coordinator will perform engineering work in connection with the Dam Safety Program. Specific duties and responsibilities will include:  â€¢ Perform data acquisition and compilation to support regular updates of the Emergency Action Plans. Organizes public orientation meetings.  â€¢ Conduct field reconnaissance including reports, measurements and photographic documentation to support Small Dams Program.  â€¢ Performs dam inspections, gathers field data, calibrates field instruments (e.g. piezometers, inclinometers and data loggers), downloads data from field instruments, works with and manages databases and spreadsheets and analyzes data to support Dam Safety program engineering activities including dam safety instrumentation program, maintenance work order tracking program and other projects and programs.  â€¢ Support Job Order Contracting projects for the Dan Safety Program and Water Operations including preparation of detailed scopes of work, plans, specifications and estimates; meets with contractors; inspections of projects; and completion of management reports for projects of small and moderate size and complexity.  â€¢ Assist Dam Safety Engineer in the oversight of the design and construction of large capital projects including meetings, design reviews and inspections of work.  â€¢ Becomes familiar with environmental regulations associated with the Dam Safety program.",East campus,4,3,1,0
84996,"**THIS IS A TEMPORARY POSITION**   In 2019, Mayor Bill de Blasio established NYC Census 2020, an office dedicated to ensuring that every New Yorker is counted in the 2020 Census. Achieving full participation in the Census is critical to ensuring that New York City is granted its fair share of political representation at the most local level, as well as in Albany and in Washington, and to ensuring that the City is granted its fair share of more than $800 billion in federal funding for housing, education, healthcare, and more. Given New York Cityâ€™s historical undercount in previous Censuses, the City of New York is investing significant resources to encourage full participation in the 2020 Census. The City is particularly focused on increasing participation in its harder-to-count communities, especially communities of color and immigrant communities.   NYC Census 2020 is seeking exceptionally qualified candidates for the role of Director of Digital Communications. Reporting into the Senior Advisor for Communications, the Director of Digital Communications will play a key role in helping to craft messages for digital marketing / advertising, public engagement, and social media channels, with the aim of ensuring that all New Yorkers, particularly those in harder-to-count communities, participate in the 2020 Census. Speakers of non-English languages are particularly welcome. NYC government, campaign, or advocacy experience is preferred. In general, the Director of Digital Communications will be responsible for:   â€¢ Devising and implementing digital communications strategies, including web content and design, e-mail    program management, social media content for multiple platforms, and digital marketing / advertising;   â€¢ Contributing to a large-scale advertising and marketing campaign across several media platforms;   â€¢ Collaborating closely with the Deputy Director, the Director, and the Mayorâ€™s Office press and    communications teams on overall strategy and approach;   â€¢ Producing consistent and varied content for public consumption, with the goal of activating participation    in the Census. Digital marketing and social media engagement strategies will be particularly important in    this role, given that the Census being available online for the first time will have a significant impact on    how the City communicates with New Yorkers about participation. This position is will have one direct    report, and will also have support from fellows and interns.",HQ,2,4,4,0
102236,"The New York City Department of Corrections (DOC) is one of the largest municipal jail systems in the United States. It provides for the care, custody, and control of persons accused of crimes or convicted and sentenced to one-year or less of jail time. The â€œDOCâ€ operates 11 inmate facilities, eight of which are located on Rikers Island. In addition, the department operates two hospital prison wards (Bellevue and Elmhurst hospitals) and court holding facilities in Criminal, Supreme, and Family Court in each borough.   Under the direction of the Agency Chief Contracting Officer with wide latitude for the exercise of judgement, the candidate recruited will serve as (DACCO) and will evaluate and coordinate the agencyâ€™s contract and purchasing procurement portfolios and develop strategies for obtaining goods, standard services, construction and construction-related services in compliance with the New York City Procurement Policy Board Rules, Chapter 13 of the New York City Charter and Mayorâ€™s directives. The duties include:  â€¢	Manage staff and operations for planning of future procurement actions with all stake holders in the procurement process, i.e., end users, legal staff, and budget and fiscal staff. Functions include provision of historical data and information on past procurements, coordinating budget information and approvals, and coordinating fixed asset processing so that an informed decision may be made on available procurement strategies; â€¢	Manage staff and operations to coordinate actions related to annual contracting plans, vendor due diligence reviews and responsibility determinations, fixed asset compliance with Comptrollerâ€™s Directive 30, copier inventory and orders, responses to the Mayorâ€™s Office of Contract Services Turn Around Documents (TADs) requests for data and information, and the Departmentâ€™s performance evaluation portfolio; â€¢	Coordinate procurement processes with oversight agencies including the Mayorâ€™s Office of Contract Services (MOCS), Law Department (Law), Office of Management and Budget (OMB), Department of citywide Administrative Services (DCAS), Comptrollerâ€™s Office, Financial Information Services Agency (FISA) and Department of Information Technology and Telecommunications (DOITT).  Note: Hands on experience in procurement functions, entering, retrieving, and analyzing data from automated information systems, specifically VENDEX, FMS, InfoAdvantage, Automated Procurement Tracking (APT) System, United States General Services Administration (GSA), the New York State Office of General Services (OGS), and Department of Citywide Administrative Services Direct Order and Storehouse requisitions is highly desirable.",HQ,2,1,3,10-15
41320,"The New York City Taxi and Limousine Commission (TLC) is the City agency responsible for oversight of the for-hire vehicle industries in New York City, which include yellow medallion taxis, green Boro taxis, community car services and livery cars, black cars services, luxury limousines, commuter vans and para-transit services.  Combined, TLC regulates industries that are responsible for over 800,000 daily trips.   Our role is to ensure that each passenger's riding experience is safe, comfortable and convenient and that TLC drivers are driving safely.  Under supervision, Enforcement Inspectors perform regulatory, enforcement, investigatory, and inspectional duties required in the regulation of the taxi and limousine industry.   Duties include: visually inspect exterior and interior of for-hire vehicles and their facilities for conformity with established standards, law, regulations and physical specifications; issue summonses for non-conformance or non-compliance with rules, regulations and related laws, codes, etc., governing personal conduct and operation of for-hire vehicles and facilities; may detain and/or arrest violators; appear and testify at criminal, civil and administrative proceedings with respect to violations of Taxi and Limousine Commission Rules and Regulations, New York State Penal Law, New York City Administrative Code, New York State Vehicle and Traffic Law, and New York City Traffic Regulations; prepare and submit reports on enforcement activities; drive a motor vehicle; may be assigned to operate a tow truck, hooking-up illegally operating and unlicensed for-hire vehicles and towing vehicles to pound; secure and voucher vehicles and evidence  Some of the physical activities performed by Enforcement Inspectors and environmental conditions experienced are: working outdoors in all kinds of weather; walking and/or standing for long periods of time in an assigned area during a tour, driving or sitting in a patrol car for long periods of time during a tour while remaining alert, climbing stairs, gripping persons to prevent escape, engaging in hand to hand struggles to subdue a suspect resisting arrest, employing self-defense tactics and handcuffing techniques, being physically active for prolonged periods of time, understanding verbal communications over the radio with background noise, reading and writing under low light conditions, and wearing a bullet-resistant vest.",East campus,1,4,5,0
78561,"The Bureau of Children, Youth & Families (CYF) is responsible for planning, funding and overseeing much of NYC's comprehensive network of child and adolescent community mental health services. CYF oversees a portfolio of over 100 programs and supports a family-driven, individualized and strengths-based approach to care. CYF relies on research and surveillance to guide its decisions around planning, implementing and evaluating policies and services that improve mental health and address mental health-related disparities among children, youth and families in NYC.  NYC DOHMH, in collaboration with the NYC Department of Education (DOE), is responsible for the development, implementation, and evaluation of school-based social, emotional and mental health efforts and services in NYC public schools.   The aim is to assess child mental health needs and inform the implementation of effective mental health programs and services in all schools citywide to strengthen school climate, school staff capacities, and studentsâ€™ mental health and academic success.  The Bureauâ€™s work on school mental health initiatives has substantially expanded through ThriveNYC:  A Mental Health Roadmap for All, the policy framework and strategic plan to improve the mental health and well-being of New Yorkers, and provides content expertise on approaches to childrenâ€™s mental health promotion, prevention and treatment, as well as expertise in the planning, policies and financing of NYCâ€™s childrenâ€™s mental health care system for children and youth ages 0-21 and their families.   Under the direction of the Director of Research and Evaluation, and in close collaboration with the Deputy Director of Systems Planning and member of CYFâ€™s school mental health team, the School Mental Health Research and Evaluation Specialist will content provide expertise in school mental health so as to improve the delivery of school mental health services and programs.   The Bureau seeks a research and evaluation analyst who will report to its Director of Research and Evaluation to direct Requests for Proposals for conducting evaluation of large-scale school mental health and social emotional learning initiatives in NYC public schools.  In addition, the research and evaluation analyst will conduct data analyses around NYC school mental health initiatives using data collected from programs and administrative data for the purposes of generating summaries, conducting descriptive analyses, and reporting findings to inform the Bureau and Divisionâ€™s cross system planning and quality improvement work.  You will  -AMENDED IN JOB DESCRIPTION ***  --	Support the ORE in the planning, development, and implementation of various research and data analytic projects specific to NYC studentsâ€™ mental health.  -	Conduct analyses on large administrative datasets such as Medicaid claims and DOE administrative data sets, including analyses on population-based survey data.  -	Conduct health services research on the provision and utilization of mental health services in schools.  -	Research and identify indicators and metrics related to school and student mental health to measure impact of school-based mental health services on school and student-level outcomes.  -	Develop a plan for collecting data and liaise with DOE research and evaluation staff and other partners to obtain needed student- and school-level data.  -	Coordinate the reporting of findings and prepare briefs, reports and other communication for internal and external use.  -	Conduct comparative research on the outcomes and cost-effectiveness of DOHMH-supported program models, including best/promising practices.  -	Conduct other research needed to support CYFâ€™s efforts to design new and/or improve current policies, programs, and initiatives; based on data analysis and research make recommendations on which options/direction best meet CYFâ€™s goals.  -	Utilize mapping software such as ArcGIS and Tableau.   -	Conduct literature reviews to inform outcome measures and survey design.  -	Perform data entry and tracking.",Southeast campus,4,3,2,0
61048,"TASK FORCE: 		SOCIAL SERVICES   UNIT:			Administration for Childrenâ€™s Services JOB TITLE: 		One (1) Assistant Analyst / Analyst / Senior Analyst  CONTROL CODE: 	DSS-19-03   SUMMARY: The Administration for Childrenâ€™s Services (ACS) Unit in the Social Services Task Force is hiring for one Assistant Analyst / Analyst / Senior Analyst who will conduct budget and program analysis for the Child Welfare programs within ACS, including child protective services, foster care, adoption and prevention.  JOB DESCRIPTION:  The duties of these positions encompass the following activities: â€¢	Conduct budget and program analysis for the Child Welfare programs within ACS including child protective services, foster care, adoption and preventive services. â€¢	Monitor and forecast caseloads, budgets, expenditures, and funding in assigned program areas.  â€¢	Review program operations and performance with a particular focus on evaluating and recommending proposals for cost efficiencies and optimal service outcomes. â€¢	Represent OMB at meetings and program reviews with agency and outside personnel. â€¢	Prepare and present analytical reports on related programmatic and budgetary issues. â€¢	Understand new and existing legislation and regulations governing these areas and analyze the fiscal impact of legislative and regulatory changes.",East campus,5,5,3,0
54381,"The NYC Comptroller is responsible, together with the Mayor, for issuing bonds and notes backed by the Cityâ€™s General Obligation (GO) as well as debt of the NYC Transitional Finance Authority (TFA), NYC Municipal Water Finance Authority (NYW) and various other less frequent issuers. In this role, the Comptrollerâ€™s Bureau of Public Finance jointly determines and approves the structures, terms and conditions for all bond and note issues, manages the portfolio of outstanding bonds totaling approximately $110 billion across all issuers, and works with external constituents such as ratings agencies, investors, and the financial community. The Bureau advises the Comptroller on debt policy issues and coordinates with other areas of the office that affect City bonds.  Reporting to the Executive Director of Debt Management, the positionâ€™s primary responsibilities include, but are not limited to:  â€¢ Administer public finance contracts related to New York City General Obligation bonds; prepare reports on status of various matters; assist vendors as warranted;  â€¢ Prepare annual budgets relating to variable rate debt and swaps and reconcile quarterly; prepare funding requests as necessary;  â€¢ Create and maintain databases and files for variable rate debt; prepare reports upon request; analyze exposures and rates; monitor fees paid to outside vendors;  â€¢ Initiate and track payments to banks, remarketing agents, rating agencies, financial advisors and rebate compliance consultants to ensure accurateness and timeliness; obtain and verify    invoices; maintain fee database; maintain written policies and procedures and update as warranted.  â€¢ Maintain schedule of swap payments and prepare monthly swap payment and/or receipt calculations in advance of settlement dates; arrange for payments on settlement dates;  â€¢ Coordinate with various parties in a timely fashion to ensure that New York City is in compliance with the arbitrage rules and regulations of the Internal Revenue Service;  â€¢ Track costs of issuance and ensure payment; update and maintain database on costs of issuance; ensure that all required information is saved in the deal file;   â€¢ Assist with document production and review at printer sessions and in preparation for bond closings; and,  â€¢ Work on additional projects on an as-needed basis and perform other related assignments as may be required.",West campus,5,4,2,0
99797,"The NYC Department of Environmental Protection (DEP) enriches the environment and protects public health for all New Yorkers by providing 1.1 billion gallons of high quality drinking water, managing wastewater and stormwater, and reducing air, noise, and hazardous materials pollution.  DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees.  DEP's water supply system is comprised of 19 reservoirs and 3 controlled lakes throughout the systemâ€™s 2,000 square mile watershed that extends 125 miles north and west of the City.  The Bureau of Engineering Design & Construction (BEDC) currently has $10B of active construction contracts and another $15B of planning and design contracts under the responsibility and management of the bureau. The projects BEDC implement allow DEP as a whole to continue to operate and maintain an exemplary water supply system.  The Agencyâ€™s Vision is to be the safest, most efficient, cost effective, resilient, and transparent water utility in the nation. In order to carry out the mission of providing high quality, reliable water supply to New York City and some upstate communities, the Department operates a network of watershed wastewater treatment plants, dams, bridges, shafts, reservoirs, tunnels, pumping stations, ultraviolet disinfection systems, filtration systems, and associated facilities throughout New York City and its watershed. A substantial multibillion dollar capital program is required to provide for new infrastructure as well as the reconstruction of existing assets to ensure the integrity, continuity, and high quality of the water supply. The Water System Capital Program (WSCP) provides for the planning, design, construction management, and construction required to support our operating bureaus.    The Bureau of Engineering Design & Construction seeks to hire an Electrical Engineer III to be a Lead Design Engineer for our Water System Capital Program (WSCP) Directorate located in Queens, NY. Under direction, with very great latitude for the exercise of independent judgment or action, the selected candidate will coordinate capital projects at various DEP facilities through the design and construction phase by preparing engineering documents including drawings and specifications. Specific responsibilities include performing extremely complex and highly specialized engineering work and overseeing the preparation of engineering documents for design and construction of complex medium voltage electrical power distribution systems, communication, lighting, fire safety and security systems for water supply facilities, water tunnels, wastewater treatment plants, and administrative buildings and, other DEP infrastructure. The selected candidate will work with DEP Power Systems Distribution. The work will include, but is not limited to, low & medium voltage systems, electrical substations, switchgears, motor control centers, and emergency power generators. The Lead Design Engineer will be required to sign and seal engineering documents and review designs prepared by consultant engineers and/or oversee design staff. The selected candidate will be required to travel to job sites to perform site investigations and attend meetings with utilities and site meetings with operating bureaus during design and construction phases of projects, as required.  S/he will comply with applicable Environmental, Health & Safety (EH&S) laws and regulations, and DEPâ€™s EH&S policies and procedures as set out in the Employee Environmental, Health and Safety Handbook and other established Bureau protocols.  **** Only, those applicants with permanent civil service status as an Electrical Engineer are eligible to apply to this JVN. If you do not have permanent civil service status as an Electrical Engineer, please do not apply to this position as you will not be considered for an interview.****",HQ,1,1,2,0
64653,"Hiring Rate:  $62,272.00  (Flat Rate-Annual)  The mission of the Bureau of HIV/AIDS Prevention and Control (BHIV) is to prevent new HIV infections and reduce morbidity and mortality among HIV-infected persons.   Toward this goal, New York State and New York City jointly developed a blueprint to End the Epidemic (EtE) of HIV and AIDS with an aim to decrease new HIV infections by 2020. As part of the EtE initiative, NYC has adopted the following 3-point plan: use HIV testing to identify persons with HIV, link persons diagnosed with HIV to HIV primary care and retain them in care, and increase access to pre-exposure prophylaxis (PrEP) and post-exposure prophylaxis (PEP) to prevent new infections in persons at-risk of exposure to HIV.   DUTIES WILL INCLUDE BUT NOT BE LIMITED TO:   * Analyze and review programmatic data to monitor the performance of contracted programs.  * Work with the Prevention Research and Evaluation on creating and updating reports and other data monitoring tools.  * Work with Prevention Research and Evaluation on developing data parameters to inform outcomes evaluation activities.  * Work with the Prevention Research and Evaluation on data cleaning by reviewing programmatic data for inconsistencies and errors, following up with contractors, and providing guidance on data correction.  * Work with the Prevention Research and Evaluation Unit on reviewing and updating modules in BHIV's data reporting system.  * Generate and share data reports and data presentations with contractors.  * Provide technical assistance based on analysis of contractor data and by using HIV surveillance data and other data sources to inform recommendations and guidance.  * Establish and maintain strong relationships with healthcare facilities and CBOs funded by BHIV.  * Support contracted agencies in implementing models of high-impact HIV prevention through biomedical and behavioral interventions, including HIV testing, PrEP, PEP, and iART.  * Conduct public health literature reviews to identify best practices in prevention service delivery.  * Support the planning and implementation of meetings for contractors: coordinate logistics, develop the agenda and content for all sessions, present at the meetings on relevant topics, and facilitate workshops and discussions for contractors.   * Liaise and coordinate with funded agencies, master contractor, funders, and other collaborators to improve and enhance contract performance.  * Assist funded agencies in the development and implementation of quality improvement protocols.   * Conduct site visits with contractors to discuss the progress of implementation and review performance data to inform program improvement.  * Support the development and delivery of trainings for contractors, including co-facilitating trainings.  * Supervise interns on projects that support the activities of the technical assistance team.  * Coordinate workflow and collaboration with other teams in the HIV Prevention Program and within BHIV.  * Work collaboratively with internal and external partners in ensuring program quality and performance.   * Participate in contract compliance process, making recommendations in collaboration with BHIV leadership and master contractor; * Work with the Prevention team in writing reports, abstracts, and scientific papers.   * Collaborate with Research and Evaluation team to support dissemination of BHIV initiatives.  * Assist the Director of Technical Assistance and Quality Management in conducting literature reviews and applied research as needed.   * Perform ad-hoc duties as may be assigned by the supervisor.",HQ,4,3,1,5-10
70723,"The Comptroller's Bureau of Contract Administration (BCA) is responsible for reviewing all contract actions including, but not limited to, contracts, contract amendments, leases and concessions entered into by City agencies to determine whether a particular action should be registered. BCAâ€™s Construction Procurement Unit (CPU) is charged with reviewing and registering complex engineering, construction and construction-related contracts to ensure compliance with applicable requirements of the NYC Charter, Procurement Policy Board (PPB) Rules, Comptroller Directives and other City, State, and Federal mandates.  Construction Contract Analysts within CPU are responsible for reviewing these contracts and providing assistance and insight relating to registration to the Deputy Comptroller, Bureau Chief and Assistant Division Chief of Construction Procurement.  BCA is currently seeking a CPU Senior Construction Contract Analyst.  Under the direction of the Assistant Division Chief of Construction Procurement, with latitude for independent judgment, responsibilities of this position include, but are not limited to:  â€¢ Reviewing and analyzing a high volume of complex City engineering, construction and construction-related contracts, change orders, task orders, contracting procedures and related activities to    determine whether a particular action should be registered; working with and assisting other Contract Analysts in the unit in reviewing applicable contract submissions;   â€¢ Reviewing all aspects of a contract submission, including agency responsibility determinations and contractor performance evaluations, to determine whether there may be possible corruption in    the letting of the contract or whether  the proposed contractor is involved in corrupt activities;  â€¢ Assisting in formulating research plans as well as recommending and implementing approved risk mitigation strategies to prevent fraud or mismanagement within the Cityâ€™s procurement process;  â€¢ Reviewing FMS data entry for completeness and accuracy in preparation of contract registration;  â€¢ Drafting letters, analytical reports and memoranda with respect to the above-referenced contract registration review duties;  â€¢ Representing BCA at intra-agency and interagency meetings; and,  â€¢ Performing special projects and analyses, as assigned.",HQ,4,2,3,0
112520,"OATA IT Services division is committed to transforming the agency through Innovation and Collaboration.  Under the supervision of Director of IT, the senior .Net Developer/Analyst will be responsible for investigating, analyzing, designing, programming and implementing new cost effective technology solutions related to existing OATA computer systems. The position requires candidates who are self-starters in a fast paced environment.  â€¢ Perform highly complex difficult work as an individual contributor on a major project. â€¢ Familiar with ASP.NET, AngularJS, JQuery, Web API, Web Services, XML, XSL, XSLT &   SOAP,JSON, C#  â€¢ Functional knowledge of HTML5, JavaScript and object-oriented coding methodologies. â€¢ Hands-on web-based application development experience. â€¢ Demonstrate understanding of different software development life-cycle methodologies. â€¢ Hands-on experience with relational database design and implementation.",Southeast campus,1,4,5,0
132025,"THE AGENCY The Department of City Planning (DCP) plans for the strategic growth and development of the City through ground-up planning with communities, the development of land use policies and zoning regulations applicable citywide and sharing its perspectives on growth and community needs with sister agencies in collaboration with the Office of Management and Budget (OMB). DCPâ€™s six strategic objectives include: (a) catalyze long-term neighborhood improvement through integrated planning and targeted accompanying public investments; (b) encourage housing production, affordability, and quality; (c) promote economic development and job growth; (d) enhance resiliency and sustainability of neighborhoods; (e) ensure integrity, timeliness and responsiveness in land use reviews; and, (f) supply objective data and expertise to a broad range of planning functions and stakeholders. Central to its mission, DCP supports the City Planning Commission in its annual review of approximately 450 land use applications. The Department also works closely with OMB in developing the Ten-Year Capital Strategy, and helping administer the Neighborhood Development Fund, geared toward ensuring that growing neighborhoods undergoing rezoning have accompanying infrastructure investments. The New York City Department of City Planning is a great place to work â€“ cultivating intellectual inspiration, professional development and creativity. Visit our website at www.nyc.gov/planning to access the full listing of job opportunities and to learn more about our great agency.  THE DIVISION The Population Division is responsible for the compilation, analysis and dissemination of census and related federal, state and local data for city agencies, local communities and the media. It is the cityâ€™s hub of expertise in census data analyses and dissemination. Within the Department, the Population Division provides data for a variety of local and citywide planning studies, environmental review analyses and capital planning strategies. The division also provides other city agencies and outside organizations with data to address questions involving needs assessment, program planning and targeting, and policy formulation. This includes the development of current population estimates and short- and long-term population projections. Finally, with the approaching Census enumeration, the Population Division is leading the technical efforts to help ensure an accurate census in 2020.  THE ROLE â€¢	Manage the preparation of publications relating to the city's population, which include the socioeconomic characteristics of population sub-groups and the characteristics of the city's neighborhoods.   Provide custom tabulations and analyses of selected neighborhood characteristics for city agencies interested in policy development, program planning/evaluation and the targeting of services â€¢	Develop and manage research projects involving the processing, compilation and analysis/interpretation of data from the Census Summary Files, Public Use Microdata Samples, Birth and Death registry and other selected data sources on a local, regional and national level â€¢	Represent the city's interests in national forums involving the acquisition, compilation and analysis of data; assume a leadership role in the national debate on the methodology and content of the American Community Survey and the decennial census â€¢	Supervise the preparation of population estimates and projections for New York City.  Develop population projections for the city and its neighborhoods and work with other city agencies to evaluate the ramifications for the cityâ€™s infrastructure and services â€¢	Coordinate the technical preparations for the decennial census, including defending the address list submission, support for outreach efforts, and evaluation of Census Bureau methods and practices.  Work closely with the Census Bureau on the evaluation of the American Community Survey â€¢	Provide consultation to City agencies on the appropriate uses and applications of census data, vital statistics and related data from surveys and administrative sources â€¢	Supervise professional staff in the analysis and dissemination of data for city agencies, the media, and other organizations doing business with the city â€¢	Prepare published and unpublished reports with colleagues to inform decision-making related to issues of concern to the City, including the demographic and socioeconomic characteristics of teenagers, the changing character of Hispanic populations and changes in the City's labor force",HQ,4,4,3,0
